station_observations,,,,,,,,
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-3, None, None,0,-4,2, 1993-01-05 16:00:00,0,0
-3, None, None,0,-8,0, 1993-01-06 06:30:00,0,0
0, None, None,0,-6,0, 1993-01-06 15:45:00,0,0
-3, None, None,0,-6,0, 1993-01-07 06:30:00,0,0
1, None, None,0,-5,2, 1993-01-07 15:45:00,0,0
0, None, None,0,-1,3, 1993-01-08 06:45:00,0,0
2, None, None,0,-1,3, 1993-01-08 15:50:00,0,0
0, None, None,0,0,2, 1993-01-09 07:00:00,0,0
3, None, None,0,0.5,3, 1993-01-09 15:30:00,0,0
-6.5, None, None,0,-7,3, 1993-01-10 07:30:00,0,0
1, None, None,0,-6.5,3, 1993-01-10 15:30:00,0,0
-8, None, None,0,-8,2, 1993-01-11 06:30:00,0,0
0, None, None,0,-8,1, 1993-01-11 16:00:00,0,0
-3, None, None,0,-3,1, 1993-01-12 06:30:00,0,0
0, None, None,0,-3,1, 1993-01-12 15:50:00,0,0
-2, None, None,0,-2,0, 1993-01-13 06:30:00,0,0
1, None, None,0,-3,2, 1993-01-13 15:45:00,0,0
0, None, None,0,0,1, 1993-01-14 06:35:00,0,0
3, None, None,0,0,4, 1993-01-14 15:40:00,0,0
-2, None, None,0.1,-2,3, 1993-01-15 06:25:00,0,0.1
5, None, None,0.1,-3,5, 1993-01-15 15:35:00,0,0.1
-5, None, None,0,-5,-5, 1993-01-16 07:25:00,0,0
6, None, None,0,-5,7, 1993-01-16 15:00:00,0,0
-3, None, None,0,-4.5,3, 1993-01-17 07:00:00,0,0
2, None, None,0,-3,5, 1993-01-17 17:20:00,0,0
-5, None, None,0,-5,-3, 1993-01-18 06:30:00,0,0
4.5, None, None,0,-5,5, 1993-01-18 15:30:00,0,0
4, None, None,0,-3,4, 1993-01-19 06:40:00,0,0
5.5, None, None,0,4,6, 1993-01-19 15:30:00,7,0
5, None, None,0,1,5, 1993-01-20 06:35:00,9,0
5.5, None, None,0,5,5.5, 1993-01-20 15:30:00,5,0
3, None, None,0,2,3, 1993-01-21 06:30:00,6,0
4, None, None,0,2,4, 1993-01-21 15:30:00,4,0
-1, None, None,0,-1,4, 1993-01-22 06:35:00,0,0
4, None, None,0,-1,4, 1993-01-22 15:30:00,0,0
1.5, None, None,0,-3.5,1.5, 1993-01-23 07:00:00,0,0
4, None, None,0,1.5,5.5, 1993-01-23 15:30:00,0,0
0, None, None,0,0,1, 1993-01-24 07:00:00,3,0
5, None, None,0,2.5,5.5, 1993-01-24 15:25:00,19,0
8, None, None,0,2,8, 1993-01-25 06:35:00,14,0
10, None, None,0,6.5,10, 1993-01-25 15:30:00,0,0
5, None, None,0,5,10, 1993-01-26 06:40:00,7,0
9.5, None, None,0,5.5,10, 1993-01-26 15:35:00,9,0
6, None, None,0,5,9.5, 1993-01-27 06:30:00,2,0
7, None, None,0,5.5,7, 1993-01-27 15:30:00,0,0
4, None, None,0,4,7, 1993-01-28 06:30:00,0,0
8, None, None,0,4,10, 1993-01-28 16:05:00,0,0
5, None, None,0,4,8, 1993-01-29 06:30:00,0,0
9, None, None,0.1,5,9.5, 1993-01-29 16:00:00,0,0.1
2, None, None,0,1.5,9, 1993-01-30 05:55:00,0,0
9, None, None,0,0.5,10, 1993-01-30 15:30:00,0,0
0, None, None,0,0,3, 1993-01-31 07:55:00,0,0
9, None, None,0,0,10, 1993-01-31 15:45:00,0,0
3, None, None,0,1,5, 1993-02-01 05:40:00,0,0
9, None, None,0,2,11, 1993-02-01 15:55:00,0,0
2, None, None,0,2,4, 1993-02-02 05:50:00,0,0
12, None, None,0,0.5,12, 1993-02-02 16:00:00,0,0
1.5, None, None,0,1.5,1.5, 1993-02-03 05:30:00,0,0
9, None, None,0,1,9, 1993-02-03 15:50:00,0,0
2, None, None,0,2,9, 1993-02-04 06:40:00,0,0
3.5, None, None,0,3.5,14, 1993-02-04 15:30:00,0,0
6, None, None,0,6,15, 1993-02-05 06:40:00,0,0
11, None, None,0,6,11.5, 1993-02-05 15:30:00,0,0
4.5, None, None,0,4,10, 1993-02-06 07:25:00,0,0
11.5, None, None,0,4,12.5, 1993-02-06 15:40:00,0,0
3.5, None, None,0,3.5,12, 1993-02-07 07:30:00,0,0
13.5, None, None,0,3,14.5, 1993-02-07 15:50:00, None,0
8, None, None,0,3,15, 1993-02-08 06:30:00,0,0
14, None, None,0,7,14, 1993-02-08 16:00:00,0,0
7, None, None,0,7,14, 1993-02-09 06:35:00,2,0
10, None, None,0,7,10, 1993-02-09 16:00:00,1,0
5, None, None,0,5,10, 1993-02-10 06:35:00,2,0
10, None, None,0,4,10, 1993-02-10 16:25:00,0,0
2, None, None,0,2,10, 1993-02-11 06:35:00,0,0
2, None, None,0,2,11, 1993-02-11 16:10:00,0,0
-1, None, None,0.1,-1,0, 1993-02-12 07:47:00,0,0.1
9, None, None,0.1,-1,10, 1993-02-12 15:35:00,0,0.1
-2, None, None,0,-2,11, 1993-02-13 07:00:00,0,0
7.5, None, None,0,-2,8.5, 1993-02-13 15:35:00,0,0
2, None, None,0,-1,2, 1993-02-14 07:25:00,0,0
8, None, None,0,2,9, 1993-02-14 16:00:00,0,0
1, None, None,0,-1,6, 1993-02-15 06:40:00,0,0
4, None, None,0,1,8, 1993-02-15 16:20:00,0,0
0, None, None,0,0,5, 1993-02-16 06:35:00,0,0
5, None, None,0,0,5.5, 1993-02-16 15:30:00,0,0
-3, None, None,0,-3,4, 1993-02-17 06:35:00,0,0
4, None, None,0,-3,6, 1993-02-17 15:30:00,0,0
-1, None, None,0,-6,6, 1993-02-18 06:45:00,0,0
5, None, None,0,-1,6, 1993-02-18 15:30:00,0,0
1, None, None,0,-2,6, 1993-02-19 06:45:00,0,0
5, None, None,0,1,5.5, 1993-02-19 15:30:00,0,0
-1, None, None,1,-1,5, 1993-02-20 06:50:00,0,1
2, None, None,1,-1,2, 1993-02-20 15:25:00,1,0
1, None, None,0,-2,2, 1993-02-21 07:40:00,0,0
1, None, None,0,-0.5,1, 1993-02-21 15:30:00,0,0
-4, None, None,0,-4,11, 1993-02-22 06:05:00,0,0
6, None, None,0,-4,6, 1993-02-22 15:30:00,0,0
0, None, None,0,-1,6, 1993-02-23 06:35:00,0,0
4, None, None,0,-1,4, 1993-02-23 15:30:00,0,0
-6, None, None,0,-6,4, 1993-02-24 05:25:00,0,0
6, None, None,0,-6,7, 1993-02-24 15:30:00,0,0
-6.5, None, None,0,-7,8, 1993-02-25 05:35:00,0,0
6, None, None,0,-6,8, 1993-02-25 15:30:00,0,0
-5, None, None,0.1,-5,-3, 1993-02-26 06:45:00,0,0.1
6, None, None,0,-5,7, 1993-02-26 15:30:00,0,0
1, None, None,0,-1,6.5, 1993-02-27 06:30:00,0,0
7, None, None,0,1,9, 1993-02-27 16:30:00,0,0
-2, None, None,0,-2.5,6.5, 1993-02-28 06:40:00,0,0
8.5, None, None,0,-2,11, 1993-02-28 15:30:00, None,0
4, None, None,0,3,11, 1993-03-01 06:35:00,0,0
7, None, None,0,4,11, 1993-03-01 16:45:00,2,0
3, None, None,0,0,8, 1993-03-02 06:30:00,0,0
10, None, None,0,3,10, 1993-03-02 16:10:00,0,0
7, None, None,0,6,10, 1993-03-03 06:35:00,1,0
11, None, None,0,7,14, 1993-03-03 15:50:00,1,0
7, None, None,0,7,11, 1993-03-04 06:35:00,7,0
11, None, None,0,7,11, 1993-03-04 15:35:00,14,0
7, None, None,0,7,11, 1993-03-05 06:45:00,4,0
11, None, None,0,7,11, 1993-03-05 15:30:00,4,0
7, None, None,0,6,11, 1993-03-06 07:25:00,0,0
16, None, None,0,6,17, 1993-03-06 15:50:00,0,0
7, None, None,0,4.5,10, 1993-03-07 07:30:00,0,0
11.5, None, None,0,7,15, 1993-03-07 16:00:00,0,0
6, None, None,0,6,15, 1993-03-08 06:35:00,0,0
12, None, None,0,6,15, 1993-03-08 16:00:00,0,0
0, None, None,0,0,18, 1993-03-09 06:40:00,0,0
13, None, None,0,0,13, 1993-03-09 15:55:00,0,0
6, None, None,0,0,13, 1993-03-10 06:35:00,0,0
12, None, None,0,6,14, 1993-03-10 16:10:00,0,0
7, None, None,0,0,14, 1993-03-11 06:35:00,0,0
13, None, None,0,7,13, 1993-03-11 16:30:00,0,0
6.5, None, None,0.1,6.5,13, 1993-03-12 07:25:00,0,0.1
12, None, None,0,6,13, 1993-03-12 17:05:00,0,0
2, None, None,0.1,2,12, 1993-03-13 07:05:00,0,0.1
14, None, None,0.1,6,15, 1993-03-13 15:30:00,0,0.1
5, None, None,0.1,5,14, 1993-03-14 07:05:00,1,0.1
9, None, None,0.1,5,9, 1993-03-14 15:20:00,1,0.1
4, None, None,0,4,11, 1993-03-15 06:30:00,2,0
10, None, None,0,4,11, 1993-03-15 16:30:00,0,0
1, None, None,0,-1,10, 1993-03-16 06:45:00,0,0
10, None, None,0,1,10, 1993-03-16 16:05:00,0,0
5, None, None,0,4,10, 1993-03-17 06:40:00,25,0
8, None, None,0,4,9, 1993-03-17 16:45:00,2,0
5, None, None,0,4,9, 1993-03-18 06:45:00,2,0
10, None, None,0,4,10, 1993-03-18 16:10:00,0,0
5, None, None,0,4,10, 1993-03-19 06:40:00,0,0
11, None, None,0,4,11, 1993-03-19 16:05:00,0,0
7, None, None,0.1,7,11, 1993-03-20 07:10:00,3,0.1
10, None, None,0.1,7,12, 1993-03-20 15:20:00,0,0.1
7, None, None,0.1,6,11, 1993-03-21 07:10:00,4,0.1
10, None, None,0.1,7,11, 1993-03-21 15:25:00,0,0.1
8, None, None,0,7,11, 1993-03-22 06:45:00,2,0
10, None, None,0,8,11, 1993-03-22 16:10:00,13,0
8, None, None,0,6,10, 1993-03-23 06:05:00,3,0
10, None, None,0,7,11, 1993-03-23 16:15:00,1,0
3, None, None,0,2,10, 1993-03-24 06:40:00,1,0
8, None, None,0,3,10, 1993-03-24 16:05:00,0,0
1, None, None,0,1,9, 1993-03-25 06:40:00,0,0
12, None, None,0.1,1.5,13, 1993-03-25 16:00:00,0,0.1
0, None, None,0.1,-0.5,2, 1993-03-26 07:00:00,0,0.1
12.5, None, None,0.1,0,13, 1993-03-26 16:00:00,0,0.1
0, None, None,0.1,-1,14, 1993-03-27 07:10:00,0,0.1
15, None, None,0.1,0,17, 1993-03-27 15:20:00,0,0.1
1, None, None,0.1,0,17, 1993-03-28 07:10:00,0,0.1
15, None, None,0.1,1,15, 1993-03-28 15:30:00,0,0.1
5, None, None,0,5,10, 1993-03-29 06:45:00,1,0
10, None, None,0,5,13, 1993-03-29 16:45:00,0,0
7, None, None,0,3,11, 1993-03-30 06:40:00,0,0
13, None, None,0,6,14, 1993-03-30 16:20:00,0,0
7, None, None,0,3,13, 1993-03-31 06:40:00,0,0
11, None, None,0,7,11, 1993-03-31 16:10:00,0,0
7, None, None,0,7,8, 1993-04-01 06:35:00,6,0
13, None, None,0,7,14, 1993-04-01 17:00:00,1,0
7, None, None,0,6,12, 1993-04-02 06:50:00,0,0
12, None, None, None,7,15, 1993-04-02 15:30:00, None, None
7, None, None,0.1,6,14, 1993-04-03 07:05:00,1,0.1
12, None, None,0.1,6,14, 1993-04-03 15:30:00,0,0.1
1, None, None,0.1,1,13, 1993-04-04 07:05:00,0,0.1
14, None, None,0.1,1,14, 1993-04-04 15:20:00,0,0.1
5, None, None,0,5,14, 1993-04-05 06:40:00,0,0
8, None, None,0,5,13, 1993-04-05 16:30:00,0,0
7, None, None,0,4,13, 1993-04-06 06:45:00,0,0
11, None, None,0,7,13, 1993-04-06 16:55:00,0,0
7, None, None,0,3,11, 1993-04-07 06:45:00,0,0
9, None, None,0,4,10, 1993-04-07 16:45:00,1,0
8, None, None,0,8,9, 1993-04-08 06:50:00,1,0
14, None, None,0,8,14, 1993-04-08 16:00:00,0,0
7, None, None,0,5,14, 1993-04-09 06:55:00,3,0
11, None, None,0,8,14, 1993-04-09 16:00:00,1,0
13, None, None,0,3,14, 1993-04-10 07:00:00,1,0
10, None, None,0,3,12, 1993-04-10 17:00:00,4,0
6, None, None,0,6,10, 1993-04-11 07:00:00,1,0
12, None, None,0,6,13, 1993-04-11 15:20:00,0,0
11, None, None,0,6,11, 1993-04-12 07:45:00,0,0
6, None, None,0,5,12, 1993-04-12 16:00:00,0,0
6, None, None,0,6,14, 1993-04-13 06:10:00,0,0
10, None, None,0,5,10, 1993-04-13 16:15:00,2,0
4, None, None,0,1,11, 1993-04-14 06:40:00,0,0
14, None, None,0,4,14, 1993-04-14 16:35:00,0,0
9, None, None,0,8,14, 1993-04-15 06:35:00,1,0
10, None, None,0,9,14, 1993-04-15 16:45:00,0,0
7, None, None,0,6,15, 1993-04-16 06:45:00,0,0
13, None, None,0,7,13, 1993-04-16 16:20:00,0,0
9, None, None,0.1,8,12, 1993-04-17 07:00:00,0,0.1
14, None, None,0.1,8,14, 1993-04-17 15:20:00,0,0.1
8, None, None,0.1,8,14, 1993-04-18 07:00:00,0,0.1
12, None, None,0.1,8,13, 1993-04-18 15:25:00,1,0.1
1, None, None,0,1,13, 1993-04-19 06:45:00,0,0
10, None, None,0,1,14, 1993-04-19 16:40:00,0,0
16, None, None,0,10,20, 1993-04-20 16:40:00,0,0
10, None, None,0,6,14, 1993-04-20 16:45:00,0,0
10, None, None,0,9,15, 1993-04-21 06:40:00,0,0
14, None, None,0,10,15, 1993-04-21 16:20:00,2,0
7, None, None,0,7,16, 1993-04-22 06:40:00,1,0
13, None, None,0,7,15, 1993-04-22 16:50:00,1,0
9, None, None,0,8,10, 1993-04-23 06:55:00,0,0
13, None, None,0,9,14, 1993-04-23 16:00:00,0,0
8, None, None,0,8,14, 1993-04-24 07:05:00,1,0
14, None, None,0,8,15, 1993-04-24 15:20:00,0,0
9, None, None,0,9,16, 1993-04-25 07:05:00,1,0
14, None, None,0,9,14, 1993-04-25 15:20:00,1,0
7, None, None,0,6,14, 1993-04-26 06:30:00,2,0
10, None, None,0,7,11, 1993-04-26 16:10:00,3,0
8, None, None,0,7,11, 1993-04-27 06:45:00,1,0
13, None, None,0,8,15, 1993-04-27 16:20:00,0,0
10, None, None,0,8,13, 1993-04-28 16:10:00,6,0
8, None, None,0,8,13, 1993-04-28 16:40:00,2,0
10, None, None,0,10,12, 1993-04-29 06:45:00,1,0
13, None, None,0,10,16, 1993-04-29 16:40:00,0,0
8, None, None,0,7,15, 1993-04-30 06:45:00,0,0
15, None, None,0,8,15, 1993-04-30 16:20:00,0,0
1, None, None, None,1,24, 1993-11-01 06:20:00,0, None
10, None, None,0,1,14, 1993-11-01 16:04:00,0,0
6, None, None,0,6,11, 1993-11-02 06:30:00,0,0
10, None, None,0,6,16, 1993-11-02 16:10:00,0,0
10, None, None, None,9,11, 1993-11-03 06:30:00,0, None
4, None, None, None,4,11, 1993-11-04 05:30:00, None, None
5, None, None, None,5,5, 1993-11-05 06:45:00,0, None
10, None, None,0,5,13, 1993-11-05 15:00:00,0,0
2, None, None,0,2,4, 1993-11-06 07:00:00, None,0
10, None, None, None,5,13, 1993-11-06 14:55:00, None, None
6, None, None,0,2,11, 1993-11-07 07:00:00,0,0
9, None, None,0,4,10, 1993-11-07 15:00:00,0,0
-1, None, None,0,-1,10, 1993-11-08 06:25:00,0,0
5, None, None,0,1,10, 1993-11-08 16:15:00,0,0
4, None, None,0,2,9, 1993-11-09 06:35:00,0,0
7, None, None,0,4,8, 1993-11-09 16:50:00,0,0
-1, None, None,0,-1,1, 1993-11-10 06:35:00,0,0
12, None, None,0,-1,12, 1993-11-10 16:50:00,0,0
6, None, None,0,0,8, 1993-11-11 16:15:00,0,0
-1, None, None,0,-1,8, 1993-11-12 06:35:00,0,0
8, None, None,0,-1,10, 1993-11-12 16:00:00,0,0
0, None, None,0,0,11, 1993-11-13 06:45:00,0,0
12, None, None,0,0,13, 1993-11-13 14:25:00,0,0
2, None, None,0,-2,12.5, 1993-11-14 06:55:00,0,0
7, None, None,0,-1,13, 1993-11-14 15:15:00,0,0
6, None, None,0,6,10, 1993-11-15 06:35:00,2,0
7, None, None,0,7,11, 1993-11-15 16:15:00,5,0
3, None, None,0,2,7, 1993-11-16 06:35:00,6,0
6, None, None,0,2,11, 1993-11-16 16:30:00,0,0
4, None, None,0,1,10, 1993-11-17 06:43:00,0,0
4, None, None,0,1,10, 1993-11-17 06:54:00,0,0
6, None, None,0,4,10, 1993-11-17 16:40:00,0,0
-1, None, None,0,-1,6, 1993-11-18 06:30:00,0,0
6, None, None,0,4,10, 1993-11-18 16:40:00, None,0
5, None, None,0,4,5, 1993-11-19 06:50:00,1,0
9, None, None,10,3,10, 1993-11-19 15:00:00,0,0
9, None, None,0,5,9, 1993-11-20 15:45:00,6,0
6, None, None,0,6,10, 1993-11-21 06:00:00,16,0
2.5, None, None, None,2,6.5, 1993-11-21 15:00:00,0, None
-2, None, None,0,-2,3, 1993-11-22 05:50:00,0,0
-1, None, None,0,-3,-1, 1993-11-22 16:20:00,0,0
-5, None, None,0,-7,-2, 1993-11-23 06:35:00,0,0
0.5, None, None, None,-1,0.5, 1993-11-23 15:33:00, None, None
-13, None, None,0,-14,-11, 1993-11-24 06:00:00,0,0
-3, None, None,0,-4,0, 1993-11-24 06:35:00,0,0
1, None, None,0,-6,3, 1993-11-24 15:45:00,0,0
-1.5, None, None,0,-2,-1.5, 1993-11-25 05:35:00,0,0
2, None, None, None,-2,4, 1993-11-25 15:30:00, None, None
-2, None, None,0,-2,4, 1993-11-26 06:50:00,0,0
5, None, None,0,-2,5, 1993-11-26 15:45:00,0,0
4, None, None,0,3,4, 1993-11-27 06:20:00,4,0
5, None, None, None,4,6, 1993-11-27 16:35:00,5, None
6, None, None, None,5,6, 1993-11-28 07:15:00,3, None
8.5, None, None,0,6,8.5, 1993-11-28 15:30:00,0,0
6, None, None,0,6,6, 1993-11-29 06:30:00,1,0
9.5, None, None,0,7.5,10, 1993-11-29 15:25:00,0,0
5, None, None,0,5,10, 1993-11-30 06:40:00, None,0
7, None, None,0,4,10, 1993-11-30 15:50:00,4,0
7, None, None,0,7,7, 1993-12-01 06:33:00,13,0
7, None, None,0,7,7, 1993-12-01 16:30:00,20,0
9, None, None,0,9,9, 1993-12-02 06:40:00,0,0
8, None, None,0,8,8, 1993-12-02 16:45:00,5,0
7, None, None,0,2,8, 1993-12-03 06:45:00,5, None
12, None, None,0,6.5,12.5, 1993-12-03 15:30:00,0,0
4, None, None,0,4,13, 1993-12-04 07:30:00,3,0
8, None, None,0,6,9, 1993-12-04 15:30:00,0,0
-2, None, None,0,-2,9.5, 1993-12-05 07:30:00,0,0
4, None, None,0,-2,5, 1993-12-05 15:30:00,0,0
0, None, None, None,0,0.5, 1993-12-06 05:53:00, None, None
4, None, None,0,0,5, 1993-12-06 15:30:00,0,0
5, None, None,0,5,6, 1993-12-07 06:36:00,3,0
8, None, None, None,7,9, 1993-12-07 15:30:00,2, None
8, None, None,0,7,9, 1993-12-07 16:30:00,2,0
6, None, None,0,6,8, 1993-12-08 06:45:00,5,0
8, None, None,0,6,8, 1993-12-08 16:05:00,3,0
7, None, None,0,6,8, 1993-12-09 06:35:00,2,0
9, None, None,0,5,10, 1993-12-09 16:10:00,5,0
9, None, None,0,9,10, 1993-12-10 06:30:00,18,0
9, None, None, None,9,10, 1993-12-10 06:59:00,18, None
8, None, None, None,8,9, 1993-12-10 15:41:00,2, None
7, None, None,0,7,7.5, 1993-12-11 07:26:00,3,0
6, None, None,0,6,8, 1993-12-11 15:35:00,2,0
3, None, None,0,3,9, 1993-12-12 07:40:00,0,0
6, None, None,0,3,6.5, 1993-12-12 15:30:00,1,0
7, None, None,0,7,8, 1993-12-13 06:35:00,1,0
8, None, None, None,8,9, 1993-12-14 07:05:00,2, None
9, None, None,0,7,9, 1993-12-14 15:30:00,0,27
7, None, None,0,7,9, 1993-12-15 06:35:00,0,0
8, None, None,0,7,8, 1993-12-15 15:30:00,0,0
4, None, None, None,4,8, 1993-12-16 06:35:00, None, None
6.5, None, None, None,0,7, 1993-12-16 16:00:00, None, None
1.5, None, None, None,-0.5,1.5, 1993-12-17 07:00:00, None, None
6, None, None,0,3,6, 1993-12-17 15:30:00,0,0
2, None, None, None,0,2, 1993-12-18 07:43:00, None, None
5, None, None,0,2,5, 1993-12-18 15:30:00,0,0
4, None, None,0,1.5,5.5, 1993-12-19 07:55:00,0,0
6, None, None,0,5.5,6, 1993-12-19 15:30:00,0,0
5, None, None,0,5,5, 1993-12-20 06:30:00,0,0
7, None, None,0,5,10, 1993-12-20 15:30:00,0,0
7, None, None,0,-1,7, 1993-12-21 06:40:00,0,0
6, None, None,0,2,7, 1993-12-21 15:30:00,0,0
1, None, None,0,-1,7, 1993-12-22 06:45:00,0,0
7, None, None,0,3,10, 1993-12-22 15:30:00,0,0
1, None, None,0,1,8, 1993-12-23 06:45:00,0,0
6.5, None, None,0,0.5,7.5, 1993-12-23 15:25:00,0,0
6.5, None, None, None,0.5,7.5, 1993-12-23 15:27:00, None, None
1, None, None,0,0,6, 1993-12-24 06:40:00,0,0
8, None, None,0,1,8, 1993-12-24 15:45:00,0,0
5, None, None,0,1,7, 1993-12-25 15:45:00,0,0
-1, None, None,0,-1,4, 1993-12-26 05:30:00,0,0
6, None, None,0,0,7, 1993-12-26 15:55:00,0,0
4, None, None,0,4,5, 1993-12-27 06:30:00,0,0
5, None, None,0,5,6, 1993-12-27 16:45:00,0,0
3, None, None,0,3,4.5, 1993-12-28 06:30:00,0,0
6, None, None,0,3,7, 1993-12-28 16:05:00,0,0
6, None, None,0,4,6, 1993-12-29 06:30:00,0,0
4, None, None,0,4,9, 1993-12-29 15:30:00,1,0
9, None, None,0,6,9, 1993-12-30 06:45:00,8,0
8, None, None,0,8,9, 1993-12-30 16:15:00,13,0
4, None, None,0,4,5, 1993-12-31 06:37:00,0,0
8, None, None, None,6,10, 1993-12-31 15:00:00, None, None
5, None, None, None,5,8, 1994-01-01 05:30:00,3, None
10, None, None, None,5,11, 1994-01-01 16:30:00,2, None
7, None, None,0,5.5,10, 1994-01-02 06:00:00,6,0
9, None, None, None,5,11.5, 1994-01-02 15:30:00,1, None
6, None, None, None,5.5,9, 1994-01-03 06:45:00,4, None
7, None, None, None,6,8, 1994-01-03 16:00:00,14, None
8, None, None,0,6.5,9, 1994-01-04 06:00:00,24,0
9, None, None,0,7.5,9.5, 1994-01-04 15:30:00,4,0
5, None, None, None,5,8, 1994-01-05 06:35:00,2, None
8, None, None, None,4,9, 1994-01-05 16:45:00, None, None
1, None, None, None,1,6, 1994-01-06 06:35:00, None, None
7, None, None, None,1,8.5, 1994-01-06 15:45:00, None, None
7, None, None, None,6,7, 1994-01-07 06:35:00, None, None
7, None, None, None,6,7, 1994-01-07 15:30:00, None, None
5.5, None, None,0,5,7, 1994-01-08 08:15:00,6,0
8, None, None,0,5.5,9, 1994-01-08 15:45:00,6,0
7, None, None,0,5.5,9, 1994-01-09 07:30:00,0,0
10.5, None, None,0,7,10.5, 1994-01-09 15:45:00,1,0
8, None, None,0,8,10, 1994-01-10 06:40:00,1,0
7.5, None, None,0,2.5,8.5, 1994-01-10 15:40:00,3,0
8, None, None,0,8,8, 1994-01-11 06:40:00,1,0
7.5, None, None,0,7.5,10, 1994-01-11 15:30:00,4,0
8, None, None,0,8,8, 1994-01-12 06:45:00,0,0
12, None, None,0,8,12, 1994-01-12 15:15:00,0,0
10, None, None,0,10,10, 1994-01-13 06:40:00,2,0
13, None, None,0,11,13.5, 1994-01-13 15:30:00,2,0
10, None, None,0,6,10, 1994-01-14 06:45:00, None, None
10, None, None,0,10,11.5, 1994-01-14 15:15:00,0,0
10, None, None,0,6.5,11, 1994-01-14 16:00:00,0,0
10, None, None, None,9,11, 1994-01-15 07:10:00,2, None
8, None, None,0,8,10.5, 1994-01-15 16:30:00,0,0
9, None, None,0,9,9, 1994-01-16 07:30:00,0,0
11, None, None,0,9.5,11.5, 1994-01-16 15:30:00,0,0
7, None, None,0,7,11, 1994-01-17 06:40:00,0,0
10, None, None,0,6,10, 1994-01-18 16:20:00,0,0
7, None, None,0,6,9, 1994-01-19 06:40:00,0,0
7, None, None, None,7,8, 1994-01-19 15:35:00, None, None
4, None, None, None,2,8, 1994-01-20 06:40:00, None, None
10, None, None, None,4,10, 1994-01-20 16:10:00, None, None
7, None, None, None,6,9, 1994-01-21 06:59:00, None, None
8, None, None, None,7,10, 1994-01-21 16:32:00, None, None
7, None, None, None,6,9, 1994-01-22 07:30:00,2, None
11, None, None,0,7,11, 1994-01-22 15:30:00,1,0
10, None, None, None,9,10.5, 1994-01-23 07:00:00,2, None
10, None, None, None,10,10, 1994-01-23 15:30:00,3, None
8, None, None,0,8,10, 1994-01-24 06:50:00,2,0
9, None, None,0,8,10, 1994-01-24 15:50:00,1,0
9, None, None,0,9,9, 1994-01-25 06:50:00,1,0
7, None, None,0,5,7.5, 1994-01-25 15:29:00,0,0
7, None, None,0,5,7.5, 1994-01-25 16:30:00, None,0
8, None, None, None,8,9, 1994-01-26 06:40:00, None, None
7, None, None, None,5,8, 1994-01-26 15:30:00, None, None
4, None, None,0,3,7, 1994-01-27 06:40:00,1,0
9, None, None,0,4,11, 1994-01-27 16:30:00,1,0
-1, None, None,0,-2,9, 1994-01-28 06:45:00,0,0
9, None, None,0,5,11.5, 1994-01-28 15:20:00,0,0
-1, None, None,0,-1.5,0, 1994-01-29 07:45:00,0,0
10, None, None,0,-1,11, 1994-01-29 15:30:00,0,0
4, None, None,0,-3,7, 1994-01-30 07:15:00,0,0
10, None, None,0,-3,10, 1994-01-30 15:00:00,0,0
0, None, None,0,0,11, 1994-01-31 06:45:00,0,0
10, None, None,0,0,11, 1994-01-31 16:20:00,0,0
0, None, None,0,0,9, 1994-02-01 06:45:00,0,0
10, None, None,0,0,10, 1994-02-01 15:30:00,0,0
-1, None, None,0,-1,10, 1994-02-02 06:45:00,0,0
4, None, None,0,-1,8, 1994-02-03 06:45:00,0,0
5.5, None, None,0,4,5.5, 1994-02-03 15:45:00,0,0
3, None, None,0,2,6, 1994-02-04 06:00:00,0,0
8, None, None,0,3,9, 1994-02-04 15:30:00,0,0
-1, None, None, None,-2,0, 1994-02-05 06:30:00, None, None
8, None, None,0,-1,8, 1994-02-05 15:30:00,0,0
0.5, None, None,0,0,7, 1994-02-06 07:30:00,0,0
3, None, None,0,3,7, 1994-02-06 15:30:00, None, None
0, None, None, None,-1,2, 1994-02-07 06:15:00, None, None
0, None, None,0,0,4, 1994-02-07 06:45:00,0,0
2, None, None,0,2,2, 1994-02-07 15:30:00,0,0
-2, None, None,0,-2,5, 1994-02-08 06:45:00,1,0
4, None, None, None,-2,5, 1994-02-08 15:20:00,1, None
4, None, None,0,3,5, 1994-02-09 07:00:00,2,0
6, None, None, None,4,9, 1994-02-09 15:30:00,2, None
5, None, None, None,0,9, 1994-02-10 06:45:00, None, None
9, None, None, None,3,9, 1994-02-10 14:57:00, None, None
0, None, None, None,0,3, 1994-02-11 06:50:00, None, None
7, None, None, None,2.5,9.5, 1994-02-11 15:00:00, None, None
3, None, None, None,3,5, 1994-02-12 07:10:00,6, None
8, None, None, None,4,9, 1994-02-12 15:00:00,1, None
4, None, None,0,4,5, 1994-02-13 07:20:00,25,0
5, None, None,0,5,8, 1994-02-14 06:50:00,8,0
8, None, None,0,6,8, 1994-02-14 15:25:00,1,0
7, None, None,0,6,7, 1994-02-15 16:50:00,10,0
8, None, None,0,8,8, 1994-02-16 06:45:00,8,0
8, None, None,0,5,9, 1994-02-16 15:30:00,2,0
8, None, None,0,8,9, 1994-02-17 06:45:00,1,0
